Country,Rank,total_population_by_country,available_military_manpower,manpower_fit_for_military_service,manpower_reaching_military_age_annually,active_military_manpower,active_reserve_military_manpower,manpower_paramilitary,aircraft_total,aircraft_total_fighters,aircraft_total_attack_types,aircraft_total_transports,aircraft_total_trainers,aircraft_total_special_mission,aircraft_total_tanker_fleet,aircraft_helicopters_total,aircraft_helicopters_attack,armor_tanks_total,armor_apc_total,armor_self_propelled_guns_total,armor_towed_artillery_total,armor_mlrs_total,navy_ships,navy_force_by_tonnage,navy_aircraft_carriers,navy_helo_carriers,navy_submarines,navy_destroyers,navy_frigates,navy_corvettes,navy_patrol_coastal_craft,navy_mine_warfare_craft,defense_spending_budget,external_debt_by_country,purchasing_power_parity,reserves_of_foreign_exchange_and_gold,major_serviceable_airports_by_country,labor_force_by_country,major_ports_and_terminals,merchant_marine_strength_by_country,railway_coverage,roadway_coverage,oil_production_by_country,oil_consumption_by_country,proven_oil_reserves_by_country,natural_gas_production_by_country,natural_gas_consumption_by_country,proven_natural_gas_reserves_by_country,coal_production_by_country,coal_consumption_by_country,proven_coal_reserves_by_country,square_land_area,coastline_coverage,border_coverage,waterway_coverage
Brazil,0.06944444444444443,0.15529136974664887,0.1467758181938723,0.14139845570631,0.14691065692200775,0.17690417690417692,0.06799999999999999,0.02941176470588235,0.03933144215287894,0.024022346368715083,0.04274465691788527,0.11873638344226581,0.050245561012466945,0.03863987635239567,0.0,0.03268868731815848,0.0,0.04323529411764705,0.05710946491136294,0.021091331269349846,0.048442092886537336,0.01264559068219634,0.08488063660477453,0.03019519477267922,0.0,0.1111111111111111,0.05714285714285714,0.0,0.1276595744680851,0.024096385542168676,0.10599078341013825,0.06382978723404255,0.029210847990918297,0.019351258471174436,0.12845993255405375,0.10290028284709768,0.3097668557025835,0.13927753588958944,0.06756756756756757,0.0777447032043425,0.1016814050769168,0.30343355813065587,0.20216485463863212,0.14943437237563603,0.04185236631271272,0.022031098153547132,0.034620983680429096,0.007613952515427257,0.0032409363994199297,0.006171089779785432,0.026496238064440972,0.49802834012856717,0.03706947743467934,0.7189295097297056,0.4901960784313726
Pakistan,0.07638888888888888,0.178131924851595,0.1419201342535582,0.136808345542645,0.2001008543226982,0.3213759213759214,0.11,0.07352941176470587,0.10726059955531704,0.18324022346368712,0.10123734533183353,0.06971677559912855,0.213449187759728,0.04173106646058732,0.006611570247933884,0.06383706999828855,0.05688622754491018,0.3863235294117647,0.04448311851362283,0.12809597523219815,0.3091122868900647,0.19966722129783696,0.16047745358090185,0.024417685403046334,0.0,0.0,0.11428571428571428,0.0,0.19148936170212766,0.10843373493975904,0.31797235023041476,0.06382978723404255,0.008520803677375961,0.004115637052743622,0.04297463469608343,0.003974875092527714,0.007120352867044738,0.1037152656548438,0.0045045045045045045,0.005253020486779898,0.04047158370917415,0.03981457941699706,0.004837396427031946,0.023267302277330437,0.001777450083276828,0.035896015549076773,0.05080165065990303,0.012388222989227067,0.0026335197845452664,0.006404479578392621,0.01230813726947349,0.04651995496657615,0.005176167854315123,0.3231509106292025,0.0
Indonesia,0.08333333333333333,0.19877186449179193,0.18046430203664382,0.1827427249973761,0.1997524272272271,0.19656019656019658,0.08,0.036764705882352935,0.035191290347312734,0.02290502793296089,0.03824521934758156,0.07625272331154685,0.04231205137891953,0.026275115919629055,0.001652892561983471,0.03662502139311997,0.01497005988023952,0.04867647058823529,0.051944605350120826,0.02960526315789474,0.04656084656084656,0.020965058236272878,0.43899204244031825,0.07070438137815076,0.0,0.0,0.05714285714285714,0.0,0.14893617021276595,0.30120481927710846,0.9723502304147466,0.2553191489361702,0.011828117981733794,0.01969991323709336,0.12493674680494296,0.04241825011583879,0.03213610586011342,0.18065581935059868,0.18468468468468469,1.0,0.02779291738769059,0.07511392495031588,0.04142918722161023,0.08526404189102406,0.008163104086160246,0.05579203109815355,0.03944105934478908,0.0294529860893212,0.1365976797182515,0.03807321663843403,0.1400693336975428,0.11135238712648611,0.27076405384006336,0.13171839515518546,0.21155882352941177
Germany,0.09027777777777776,0.059204278953881924,0.05053541214310664,0.04930584727335001,0.03504188827613795,0.08923832923832924,0.0068,0.0,0.04477497508241969,0.07206703910614524,0.07086614173228348,0.054466230936819175,0.013222516055912353,0.0401854714064915,0.004958677685950413,0.05288379257230874,0.05389221556886227,0.04352941176470588,0.2122491891629814,0.025928792569659444,0.0,0.010981697171381031,0.08090185676392572,0.05251804599832557,0.0,0.0,0.08571428571428572,0.0,0.23404255319148937,0.060240963855421686,0.0,0.2553191489361702,0.05585115297892928,0.27969387056799916,0.1673430916396948,0.09353183157227515,0.05261499684940139,0.05724107124519932,0.052552552552552555,0.05209245316056733,0.13414110722023137,0.1257461731148963,0.006274246850902821,0.1012695746677864,0.0003791893510990566,0.00468804664723032,0.0847817075558268,0.0004892793640832549,0.02879241765071473,0.035144927536231885,0.14421087727614174,0.020839451422290822,0.011822050673000793,0.16449214053524513,0.07156862745098039
Israel,0.09722222222222221,0.006389138104786798,0.005059123647194859,0.005155080056516676,0.005419573478644604,0.08353808353808354,0.093,0.005147058823529412,0.046845050985202794,0.1340782122905028,0.04274465691788527,0.014161220043572986,0.06006800151114469,0.02936630602782071,0.023140495867768594,0.025158309087797363,0.04790419161676646,0.19117647058823528,0.09161246200995715,0.06811145510835914,0.020105820105820106,0.060898502495840265,0.08222811671087532,0.0067457989675906785,0.0,0.0,0.07142857142857142,0.0,0.0,0.08433734939759037,0.2119815668202765,0.0,0.03406310266305842,0.0066298432441193504,0.014918225417459876,0.05931746258527671,0.002142407057340895,0.00560165122917993,0.0075075075075075074,0.0035895639992995975,0.00509939910888256,0.0027912106403458494,0.0007184252119354375,0.011263152694758683,4.1901739926137075e-05,0.022241010689990282,0.012588852030130122,0.00368199979081686,0.0,0.0012188970449840014,0.0,0.0012409984767969022,0.0013509501187648457,0.04755755443736919,0.0
Iran,0.10416666666666666,0.06222110205938034,0.06467328989546482,0.0661944811398991,0.05896337470136237,0.2997542997542998,0.06999999999999999,0.032352941176470584,0.042244882312351455,0.10502793296089384,0.02362204724409449,0.09477124183006537,0.03891197582168492,0.015455950540958269,0.009917355371900825,0.02190655485195961,0.012974051896207584,0.25191176470588234,0.16775841522510773,0.07585139318885449,0.2433862433862434,0.5048252911813644,0.1419098143236074,0.0512777406191233,0.0,0.0,0.35714285714285715,0.0,0.14893617021276595,0.03614457831325302,0.0967741935483871,0.02127659574468085,0.01724719716286065,0.0001569045761232182,0.04595332810214984,0.034951837059678595,0.010712035286704473,0.037184746667762,0.02702702702702703,0.08448607949571003,0.028900001362564893,0.03363500702700453,0.19086163130418124,0.1054191572395396,0.6866223840213821,0.2558600583090379,0.2678439594838024,0.7109507373705679,0.0005782059250051793,0.0006645962732919255,0.004832470344378789,0.09635758349323467,0.012074425969912907,0.26245714031259737,0.008333333333333333
Spain,0.1111111111111111,0.03316398224588628,0.028356213372270095,0.028055159756723468,0.013740994426627646,0.0654948402948403,0.0030299999999999997,0.01153970588235294,0.03534462930307445,0.076536312849162,0.013498312710911137,0.05555555555555556,0.05289006422364941,0.012364760432766615,0.0,0.02618517884648297,0.016966067864271454,0.04661764705882353,0.04476381740282077,0.01838235294117647,0.03374485596707819,0.0,0.2015915119363395,0.049341882950478935,0.09090909090909091,0.0,0.02857142857142857,0.0,0.23404255319148937,0.0,0.10138248847926268,0.1276595744680851,0.026126665668513252,0.11532619480421305,0.07164055510930316,0.029876160246664847,0.02268431001890359,0.030701258959561314,0.07807807807807808,0.04403782174750482,0.05276191903639411,0.10344792499101692,0.0022510656640643708,0.06258953712394408,0.0004937361342435634,3.9853255587949466e-05,0.03591049337143895,5.3320782344943e-05,0.00026786824114356745,0.0015537361189535102,0.004768198087096943,0.029516029895090654,0.024564528899445767,0.08696620207507681,0.00980392156862745
Australia,0.11805555555555555,0.01866469894050908,0.014605371822345165,0.014610653229705175,0.012216865933761863,0.028181818181818183,0.00641,0.0,0.025070919267039794,0.013407821229050279,0.06974128233970754,0.04139433551198257,0.03702304495655459,0.04636785162287481,0.009917355371900825,0.011809002224884476,0.021956087824351295,0.008676470588235294,0.03971634101342506,0.0,0.005643738977072311,0.0,0.05835543766578249,0.042199243983725224,0.0,0.2222222222222222,0.08571428571428572,0.037037037037037035,0.14893617021276595,0.0,0.04608294930875576,0.06382978723404255,0.06221996768664538,0.15365131668138102,0.050565498537349436,0.017880159984921547,0.13717706364209198,0.01836966790577314,0.0990990990990991,0.052880406233584316,0.12284885067651347,0.13236358544591484,0.01848747545380526,0.05537716741589686,0.008051190562398372,0.14944897959183673,0.05489220727090969,0.06752431754000628,0.0965123264967889,0.02025672877846791,0.6034642746674915,0.4527264563410735,0.12747426761678543,0.0,0.0196078431372549
Egypt,0.125,0.07838046204048543,0.059588065508192914,0.060973143781367,0.0695889399404117,0.21621621621621623,0.096,0.044117647058823525,0.08379973932377521,0.1329608938547486,0.10123734533183353,0.0664488017429194,0.1303362296939932,0.017001545595054096,0.0,0.059558446003765184,0.09980039920159679,0.5323529411764706,0.10444040124630306,0.2043343653250774,0.11310993533215756,0.1757071547420965,0.1989389920424403,0.05430671210364402,0.0,0.2222222222222222,0.11428571428571428,0.0,0.2765957446808511,0.08433734939759037,0.2857142857142857,0.36170212765957444,0.006553733801422592,0.004623374523071024,0.06107099786197074,0.009580699406598062,0.004410838059231254,0.04266830625782998,0.046546546546546545,0.03860970057783226,0.017321606191494872,0.009573553313353375,0.031945974424062454,0.041940423850219836,0.010862194953358393,0.06299028182701652,0.0657212449729356,0.03731827214726493,5.987155583177957e-05,0.000580274797666102,0.0007310969265809971,0.05853075910469604,0.012123911322248614,0.11631117246292914,0.03431372549019608
Ukraine,0.13194444444444445,0.0249510907855738,0.0236948478843188,0.020230939921099266,0.016300843960895508,0.44226044226044225,0.24,0.014705882352941175,0.024840910833397227,0.03910614525139664,0.040494938132733416,0.026143790849673207,0.027578390630902908,0.00463678516228748,0.0,0.023275714530207083,0.03892215568862275,0.1638235294117647,0.048065857063022,0.1273219814241486,0.07231040564373897,0.09284525790349418,0.11803713527851459,0.00431665715453214,0.0,0.0,0.0,0.0,0.0,0.0,0.15207373271889402,0.06382978723404255,0.05998529585937657,0.00589002796149818,0.01776723355899765,0.01173723161428593,0.009136735979836169,0.025828695241420386,0.03903903903903904,0.03589563999299598,0.07403155700290226,0.025465791533515032,0.0001436850423870875,0.012152348960134368,0.0013001718201747167,0.018197278911564627,0.02499833205913589,0.02309381863821776,0.0008800497203231821,0.0020615471485036702,0.1380849277539658,0.03525838216448078,0.013766825019794142,0.24851939261700137,0.0163921568627451
Poland,0.13888888888888887,0.027131432396497592,0.0247395070358902,0.024769360104140124,0.01933490669639221,0.09931203931203932,0.06999999999999999,0.007352941176470587,0.03672467990492985,0.0329608938547486,0.049493813273340834,0.05337690631808279,0.03966754816773706,0.017001545595054096,0.0,0.03696731131268184,0.028942115768463072,0.09029411764705882,0.05882938355972124,0.13099845201238391,0.0,0.06522462562396007,0.08222811671087532,0.07800575634456967,0.0,0.0,0.014285714285714285,0.0,0.0425531914893617,0.024096385542168676,0.013824884792626727,0.5531914893617021,0.05439861629120456,0.01732116049837209,0.051590425300727126,0.056164403800971784,0.017958412098298675,0.02335775605348011,0.015015015015015015,0.013307651899842409,0.06629218841547328,0.06347965357945921,0.0011494803390967,0.03556785061502742,0.0003719478877968177,0.005394557823129252,0.02193588325945176,0.001913858383014329,0.0241727781230578,0.02329794842838321,0.11460948578177159,0.018246268772382994,0.00217735550277118,0.12668655653025782,0.03918627450980392
Taiwan,0.14583333333333331,0.01642155864146939,0.015949190845514747,0.001613796293219596,0.01272969584518849,0.10565110565110565,0.46199999999999997,0.008088235294117646,0.05834547266733114,0.15921787709497207,0.0,0.020697167755991286,0.0876463921420476,0.027820710973724884,0.0,0.04039021050830053,0.09081836327345309,0.13058823529411764,0.05062021695472327,0.09442724458204335,0.15990593768371547,0.07787021630615641,0.1286472148541114,0.05777605573269049,0.0,0.0,0.05714285714285714,0.04938271604938271,0.46808510638297873,0.08433734939759037,0.17050691244239632,0.2978723404255319,0.02204056823235224,0.009342499280396975,0.040101636862490346,0.14278859242085554,0.00315059861373661,0.01451500277258631,0.012012012012012012,0.04071090877254421,0.005494542927606928,0.00625611464815316,3.8316011303223335e-05,0.05038778837128884,7.833946663331205e-06,6.195043731778425e-05,0.023140081876756126,0.00013032109611965274,0.001161798218355086,0.012583286278938453,4.017016080115369e-06,0.002062345522213949,0.007749406175771972,0.0,0.0
Vietnam,0.15277777777777776,0.07450094443105397,0.07186922807269326,0.07179656306682092,0.07498250454289065,0.29484029484029484,1.0,0.036764705882352935,0.018860691558690485,0.02290502793296089,0.0359955005624297,0.009803921568627453,0.022667170381564034,0.00463678516228748,0.0,0.01728564093787438,0.0,0.20205882352941174,0.03018278601302953,0.007739938080495357,0.06290417401528513,0.15773710482529119,0.14588859416445624,0.02347921893229837,0.0,0.0,0.12857142857142856,0.0,0.19148936170212766,0.1927710843373494,0.16129032258064516,0.1702127659574468,0.009586742138983181,0.004903607584669952,0.043198837425572297,0.02838818200900817,0.0024574669187145556,0.07182923948984411,0.024024024024024024,0.17273682367361234,0.008856671798994428,0.029380077568896386,0.008956367642128454,0.024304697920268736,0.014482926604477857,0.007459669582118561,0.008395484637991208,0.014630812676498274,0.009035425730267247,0.015643892339544514,0.013497174029187639,0.019329759053402066,0.017042755344418053,0.2055483813510264,0.4620588235294118
Saudi Arabia,0.1597222222222222,0.02557498133177517,0.02476229642944258,0.027788152290144055,0.025860045277153382,0.1262899262899263,0.0,0.022058823529411763,0.07030591121674462,0.15810055865921788,0.09111361079865017,0.05337690631808279,0.07631280695126558,0.02472952086553323,0.03636363636363636,0.04518226938216669,0.03393213572854291,0.12352941176470587,0.04837207403305612,0.06424148606811146,0.054908877131099355,0.10682196339434276,0.042440318302387266,0.009509007907217365,0.0,0.0,0.0,0.0,0.14893617021276595,0.10843373493975904,0.041474654377880185,0.06382978723404255,0.08351639020051711,0.010087246664902287,0.05847665199217097,0.13273463057194942,0.005229993698802773,0.02149267831837506,0.024024024024024024,0.037909297846261604,0.018428690166369173,0.033314106647057265,0.5322572920159011,0.18016104332361804,0.8512010954359032,0.11843537414965986,0.13329308400625178,0.19711327267022277,0.0,3.086768304159608e-05,0.0,0.12568902524652253,0.013064133016627079,0.19023021774947677,0.0
