Country,capital_city,region,continent,alliance,NATO_Status,year,power_index_rank,power_index_score,active_personnel,reserve_personnel,total_personnel,total_aircraft,fighter_aircraft,attack_aircraft,transport_aircraft,helicopters,tanks,armored_vehicles,artillery_units,naval_assets,aircraft_carriers,submarines,defense_budget_usd,gdp_usd,population,land_area_sq_km,coastline_km,fit_for_service,population_reaching_military_age_annually,paramilitary,trainer_aircraft,special_mission_aircraft,tanker_aircraft,attack_helicopters,self_propelled_artillery,towed_artillery,rocket_projectors,helicopter_carriers,destroyers,frigates,corvettes,coastal_patrol_craft,mine_warfare_craft,external_debt_usd,foreign_exchange_and_gold_reserves_usd,labour_force,total_merchant_marine_fleet,major_ports_and_terminals,roadway_coverage_km,railway_coverage_km,total_serviceable_airports,waterway_coverage_km,oil_production_bbl,oil_consumption_bbl,proven_oil_reserves_bbl,natural_gas_production_cum,natural_gas_consumption_cum,proven_natural_gas_reserves_cum,coal_production_cum,coal_consumption_mt,proven_coal_reserves_cum,border_coverage_km,kpi_budget_gdp_percent,kpi_active_per_1k_capita,kpi_equipment_per_1m_capita,score_active_personnel,score_reserve_personnel,score_total_personnel,score_total_aircraft,score_fighter_aircraft,score_attack_aircraft,score_transport_aircraft,score_helicopters,score_tanks,score_armored_vehicles,score_artillery_units,score_naval_assets,score_aircraft_carriers,score_submarines,score_defense_budget_usd,score_gdp_usd,score_population,score_land_area_sq_km,score_coastline_km,score_kpi_budget_gdp_percent,score_kpi_active_per_1k_capita,score_kpi_equipment_per_1m_capita,score_power_index
Ghana,Accra,Africa,Africa,Neutral/Other,Non-NATO,2025,48,3.5,15500,0,14873310,19,0,0,2,10,0,1824,12,28,0,0,308500000.0,229639000000.0,34589092,238533.0,539.0,9961658.0,622604.0,0.0,5.0,2.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,27.0,0.0,22550000000.0,3624000000.0,14887000.0,52.0,4.0,65725.0,947.0,11.0,1293.0,174000.0,110000.0,660000000.0,3192000000.0,3912000000.0,22653000000.0,0.0,85000.0,0.0,2420.0,0.13434129220210853,0.4481181523932458,1.3588098814504872,0.007616707616707617,0.0,0.0193570873347804,0.001456720079736257,0.0,0.0,0.002178649237472767,0.0017114495978093444,0.0,0.004440146065494707,0.0007195107327017628,0.03713527851458886,0.0,0.0,0.00032905542656533175,0.00718672240688164,0.024192802988440558,0.013909266272079295,0.0026672604908946954,0.003646855628692415,0.008927961832065963,0.006153476582445639,0.0
Greece,Athenai,Europe,Europe,NATO,NATO,2025,48,3.5,142700,221350,4916713,558,178,0,15,293,1344,61888,1439,192,0,10,6500000000.0,375780000000.0,10461091,131957.0,13676.0,3985676.0,104611.0,55000.0,81.0,8.0,0.0,29.0,589.0,698.0,152.0,0.0,0.0,13.0,0.0,39.0,7.0,550000000000.0,13608000000.0,4645000.0,1215.0,57.0,117000.0,2345.0,81.0,6.0,5000.0,303000.0,10000000.0,3284000.0,5173000000.0,991090000.0,13703000.0,13988000.0,2876000000.0,1110.0,1.729735483527596,13.641024631178526,200.17032640285797,0.07012285012285012,0.04427,0.006325568412459773,0.04278156865751744,0.0994413407821229,0.0,0.016339869281045753,0.05014547321581379,0.1976470588235294,0.15771194679990508,0.08628132869648639,0.2546419098143236,0.0,0.14285714285714285,0.00724704073583274,0.011867466848343475,0.0071373458783660915,0.007675848717969264,0.06767616785431513,0.10204819852095753,0.2717732959644979,0.9064869433431252,0.0
Guatemala,Ciudad de Guatemala,Unknown,Unknown,Neutral/Other,Non-NATO,2025,48,3.5,106114,90000,7484639,36,0,4,10,21,5,688,50,25,0,0,408635000.0,223183000000.0,18255216,108889.0,400.0,6279794.0,182552.0,35000.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,27500000000.0,21311000000.0,7258000.0,9.0,3.0,17440.0,800.0,58.0,990.0,6000.0,115000.0,86110000.0,3276000.0,2986000.0,0.0,0.0,1296000.0,0.0,1667.0,0.1830941424750093,5.8128044061489055,3.6154050436872396,0.052144471744471746,0.018,0.009686553723015088,0.002760101203710803,0.0,0.0044994375703037125,0.010893246187363835,0.003594044155399623,0.0007352941176470588,0.0015412920825050589,0.002997961386257345,0.03315649867374005,0.0,0.0,0.00044093985827711274,0.0069799434323701915,0.012646810365211031,0.006326647433081388,0.0019794140934283454,0.006653852872861415,0.11580984969745334,0.016372643867320843,0.0
Honduras,Tegucigalpa,Unknown,Unknown,Neutral/Other,Non-NATO,2025,48,3.5,52225,60000,4192843,40,4,7,10,8,11,614,32,98,0,0,413635000.0,68854000000.0,9529188,112090.0,832.0,3144632.0,95292.0,23000.0,10.0,1.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,8805500000.0,7543000000.0,4676000.0,489.0,8.0,14742.0,699.0,129.0,465.0,20.0,67000.0,0.0,0.0,0.0,0.0,0.0,190000.0,0.0,1575.0,0.6007421500566417,5.480529925529856,15.636169629563401,0.025663390663390663,0.012,0.005378143744945337,0.0030667791152342253,0.0022346368715083797,0.007874015748031496,0.010893246187363835,0.0013691596782474755,0.0016176470588235292,0.001352458284317353,0.0019186952872047008,0.129973474801061,0.0,0.0,0.00044652653784528473,0.0020369458553290893,0.0064786078566273775,0.006513867535080958,0.004117181314330958,0.032413708979750704,0.10918986819281405,0.07080961433100387,0.0
Hungary,Budapest,Europe,Europe,NATO,NATO,2025,48,3.5,41600,20000,4632200,69,12,0,3,44,209,7797,319,0,0,0,4576000000.0,388906000000.0,9855745,103000.0,0.0,3794462.0,118269.0,15000.0,12.0,0.0,0.0,8.0,24.0,295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137500000000.0,45719000000.0,5006000.0,1.0,0.0,203601.0,7687.0,109.0,1622.0,36000.0,175000.0,12100000.0,1523000000.0,9485000000.0,3738000000.0,5450000.0,6180000.0,2909000000.0,2106.0,1.176633942392249,4.220888425989106,28.20689861598489,0.020442260442260444,0.004,0.005953188517687874,0.005290193973779039,0.0067039106145251395,0.0,0.003267973856209151,0.0075303782303611155,0.030735294117647055,0.01968209574894291,0.01912699364432186,0.0,0.0,0.0,0.005097286438000148,0.01228787899509646,0.006709442516634834,0.005982211575325852,0.0,0.06793378673518982,0.08409373858966152,0.12773714149885357,0.0
Iceland,Reykjavík,Europe,Europe,NATO,NATO,2025,48,3.5,0,0,83728,0,0,0,0,0,0,150,0,0,0,0,312400000.0,26155000000.0,364036,100250.0,4970.0,50237.0,1820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22000000000.0,5809000000.0,239000.0,39.0,43.0,12898.0,0.0,83.0,0.0,0.0,18000.0,0.0,0.0,0.0,0.0,0.0,188000.0,0.0,0.0,1.1944178933282357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016841933351876472,0.0,0.0,0.0,0.0,0.00033341303662850596,0.0006693412344083416,0.0,0.00582136956329873,0.02459422011084719,0.069030672171746,0.0,0.0,0.0
India,New Delhi,Asia,Asia,Neutral/Other,Non-NATO,2025,4,0.1025,1455550,1155000,662290299,2229,513,130,270,899,4201,148594,4339,293,2,18,75000000000.0,13104000000000.0,1409128296,3287263.0,7000.0,522786598.0,23955181.0,2527000.0,351.0,74.0,6.0,80.0,100.0,3975.0,264.0,0.0,13.0,14.0,18.0,135.0,0.0,371020500000.0,627793000000.0,593729000.0,1859.0,56.0,6371847.0,65554.0,311.0,14500.0,795000.0,5049000.0,4605000000.0,33170000000.0,58867000000.0,1381000000000.0,985671000.0,1200000000.0,111052000000.0,13888.0,0.5723443223443223,1.0329435610169593,4.771034702151776,0.7152579852579852,0.23099999999999998,0.8667175602740129,0.1708962661964272,0.2865921787709497,0.14623172103487064,0.29411764705882354,0.15385931884306006,0.6177941176470587,0.3789690184980568,0.2601630890994124,0.3885941644562334,0.18181818181818182,0.2571428571428571,0.08378455081978937,0.4195391333533173,0.9958188585385004,0.19222339984569695,0.03463974663499604,0.030662176726901157,0.020579574021239114,0.021606002954870498,0.9908714419038731
Indonesia,Jakarta,Asia,Asia,Neutral/Other,Non-NATO,2025,12,0.2221,400000,400000,137965608,459,41,34,70,214,331,20440,612,331,0,4,10600000000.0,3906000000000.0,281562465,1904569.0,54716.0,114595923.0,4786562.0,250000.0,112.0,17.0,1.0,15.0,153.0,396.0,63.0,0.0,0.0,7.0,25.0,211.0,12.0,440000000000.0,146359000000.0,140931000.0,11422.0,123.0,496607.0,8159.0,513.0,21579.0,865000.0,1728000.0,2480000000.0,57410000000.0,36061000000.0,1408000000000.0,659357000.0,202283000.0,34869000000.0,2958.0,0.2713773681515617,1.420643905784814,3.981354545961942,0.19656019656019658,0.08,0.18046430203664382,0.035191290347312734,0.02290502793296089,0.03824521934758156,0.07625272331154685,0.03662502139311997,0.04867647058823529,0.051944605350120826,0.036695047367789904,0.43899204244031825,0.0,0.05714285714285714,0.011828117981733794,0.12493674680494296,0.19877186449179193,0.11135238712648611,0.27076405384006336,0.012099019972420778,0.028303817866038097,0.0180298747451249,0.9559904339710685
Iran,Tehran,Middle East,Asia,Neutral/Other,Non-NATO,2025,16,0.2712,610000,350000,49496685,551,188,21,87,128,1713,65825,3979,107,0,25,15450000000.0,1440000000000.0,88386937,1648195.0,2440.0,41541860.0,1414191.0,220000.0,103.0,10.0,6.0,13.0,392.0,2070.0,1517.0,0.0,0.0,7.0,3.0,21.0,1.0,4134926000.0,120600000000.0,29159000.0,965.0,18.0,223485.0,8484.0,173.0,850.0,3985000.0,2136000.0,208600000000.0,263280000000.0,244890000000.0,33987000000000.0,2791000.0,3531000.0,1203000000.0,5894.0,1.0729166666666667,6.9014723295592875,26.825230972762412,0.2997542997542998,0.06999999999999999,0.06467328989546482,0.042244882312351455,0.10502793296089384,0.02362204724409449,0.09477124183006537,0.02190655485195961,0.25191176470588234,0.16775841522510773,0.2385777671183595,0.1419098143236074,0.0,0.35714285714285715,0.01724719716286065,0.04595332810214984,0.06222110205938034,0.09635758349323467,0.012074425969912907,0.06153667229913604,0.137499633108577,0.12148015175852529,0.9416705552963136
Iraq,Baghdad,Middle East,Asia,Neutral/Other,Non-NATO,2025,39,0.7441,193000,0,17675043,391,26,36,15,197,1025,37288,1616,68,0,0,7923000000.0,572939000000.0,42083436,438317.0,58.0,14308368.0,715418.0,100000.0,139.0,17.0,0.0,39.0,434.0,610.0,572.0,0.0,0.0,0.0,2.0,26.0,0.0,45032500000.0,112233000000.0,11812000.0,74.0,6.0,59623.0,2272.0,71.0,5279.0,4437000.0,918000.0,145019000000.0,9860000000.0,19298000000.0,3729000000000.0,0.0,0.0,0.0,3809.0,1.3828697295872685,4.586127425526756,35.26328030819537,0.09484029484029484,0.0,0.023024086873356695,0.029977765851414553,0.014525139664804468,0.040494938132733416,0.016339869281045753,0.03371555707684409,0.15073529411764705,0.09493746794291094,0.0968941120038374,0.09018567639257294,0.0,0.0,0.008837009740934496,0.018182264840242903,0.029490360074091535,0.025594233737834423,0.0002870150435471101,0.08065407775967498,0.09137047984649094,0.1596925166345307,0.803750583294447
Ireland,Dublin,Europe,Europe,Neutral/Other,Non-NATO,2025,48,3.5,7765,1700,2407392,22,0,0,4,8,0,1712,0,8,0,0,1500000000.0,608463000000.0,5233461,70273.0,1448.0,1999182.0,57568.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3300000000000.0,12905000000.0,2766000.0,94.0,21.0,99830.0,1688.0,100.0,956.0,600.0,156000.0,0.0,1447000000.0,5280000000.0,9911000000.0,0.0,1322000.0,40000000.0,443.0,0.24652279596294271,1.4837217665327018,5.732344236443149,0.0038157248157248158,0.00033999999999999997,0.003041287237508481,0.001686728513378824,0.0,0.0,0.004357298474945534,0.0013691596782474755,0.0,0.00415434356012953,0.0,0.010610079575596816,0.0,0.0,0.0016603611676607234,0.019320061663437558,0.003442070034654937,0.00406807465619435,0.00716547901821061,0.010566030010647822,0.02956053270831326,0.02595936819639287,0.0
Israel,Jerusalem,Middle East,Asia,Neutral/Other,Non-NATO,2025,17,0.2757,170000,465000,3949099,611,240,38,13,147,1300,35985,706,62,0,5,30500000000.0,471030000000.0,9402617,21937.0,273.0,3281513.0,131637.0,35000.0,159.0,19.0,14.0,48.0,352.0,171.0,183.0,0.0,0.0,0.0,7.0,46.0,0.0,148500000000.0,204661000000.0,4554000.0,41.0,5.0,20391.0,1497.0,37.0,0.0,15000.0,230000.0,12730000.0,22886000000.0,11510000000.0,176018000000.0,0.0,6476000.0,0.0,1068.0,6.475171432817442,18.08007281377089,209.83519800923509,0.08353808353808354,0.093,0.005059123647194859,0.046845050985202794,0.1340782122905028,0.04274465691788527,0.014161220043572986,0.025158309087797363,0.19117647058823528,0.09161246200995715,0.04233121477395371,0.08222811671087532,0.0,0.07142857142857142,0.03406310266305842,0.014918225417459876,0.006389138104786798,0.0012409984767969022,0.0013509501187648457,0.3947390410464614,0.3602134819583643,0.9502550686077872,0.9403581427904807
Italy,Roma,Europe,Europe,NATO,NATO,2025,10,0.1973,165500,18500,27434219,729,89,67,30,392,200,73480,193,196,2,8,30890000000.0,3097000000000.0,60964931,301340.0,7600.0,22191235.0,548684.0,105000.0,162.0,23.0,8.0,37.0,64.0,108.0,21.0,0.0,3.0,10.0,0.0,19.0,10.0,2750000000000.0,247396000000.0,25669000.0,1276.0,123.0,487700.0,18475.0,636.0,2400.0,116000.0,1246000.0,497934000.0,3117000000.0,68735000000.0,45750000000.0,1618000.0,13127000.0,609999000.0,1836.0,0.997416855020988,2.7146754254507397,18.453231744000497,0.08132678132678132,0.0036999999999999997,0.03579721475131111,0.055892049375143756,0.04972067039106145,0.07536557930258718,0.032679738562091505,0.0670888242341263,0.02941176470588235,0.18729250610520082,0.01157213095095335,0.259946949602122,0.18181818181818182,0.11428571428571428,0.03449886366937584,0.09902531706830077,0.04283719838641528,0.01758272236276565,0.03760886777513856,0.05687996557772354,0.05408510781237644,0.08356689994477877,0.9632232851143258
Ivory Coast,Yamoussoukro,Africa,Africa,Neutral/Other,Non-NATO,2025,48,3.5,22000,0,12292521,19,0,0,4,10,5,656,5,3,0,0,669600935.0,202758000000.0,29981758,322463.0,515.0,7855221.0,569653.0,5500.0,2.0,3.0,0.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,19311500000.0,7583484000.0,10954000.0,25.0,5.0,81996.0,660.0,29.0,980.0,29000.0,60000.0,100000000.0,2635000000.0,2635000000.0,28317000000.0,0.0,0.0,0.0,3458.0,0.33024637005691515,0.7337795202002498,0.9005475929730338,0.010810810810810811,0.0,0.015979266510254015,0.001456720079736257,0.0,0.0,0.004357298474945534,0.0017114495978093444,0.0007352941176470588,0.0014596342238292943,0.0002997961386257345,0.003978779840848806,0.0,0.0,0.000732526469687794,0.0063257518966830266,0.020935998273089798,0.018818164479147068,0.0025484956452889946,0.015729965148046195,0.014619259484383805,0.0040782000487235,0.0
Japan,Tokyo,Asia,Asia,Neutral/Other,Non-NATO,2025,8,0.1711,247150,56000,52976836,1443,217,38,55,596,521,31964,683,159,0,24,57000000000.0,5761000000000.0,123201945,377915.0,29751.0,42874277.0,1108818.0,25000.0,401.0,141.0,10.0,119.0,149.0,480.0,54.0,4.0,42.0,6.0,0.0,6.0,22.0,4679698100000.0,1295000000000.0,69349000.0,5229.0,163.0,1218772.0,27311.0,279.0,1770.0,8000.0,3289000.0,44115000.0,2220000000.0,92843000000.0,20898000000.0,29141000.0,216332000.0,350000000.0,0.0,0.9894115604929701,2.006055992054346,17.231870811779796,0.12144963144963146,0.0112,0.06922822504138194,0.11063405658207469,0.12122905027932959,0.04274465691788527,0.059912854030501096,0.10200239602943693,0.07661764705882353,0.08135164170573059,0.040952152536275335,0.21087533156498672,0.0,0.34285714285714286,0.06367250437437011,0.18435047011949332,0.08683092679085724,0.022061441297666337,0.14722387173396675,0.05638621191101963,0.039967118569951436,0.07803587165470527,0.9708644423705086
Jordan,Amman,Middle East,Asia,Neutral/Other,Non-NATO,2025,48,3.5,100500,65000,3463947,274,44,6,13,155,1458,16624,494,27,0,0,2500000000.0,106806000000.0,11174024,89342.0,26.0,2983464.0,145262.0,35000.0,66.0,13.0,0.0,44.0,358.0,80.0,56.0,0.0,0.0,0.0,0.0,27.0,0.0,25646500000.0,15715600000.0,3063000.0,34.0,1.0,7203.0,509.0,17.0,0.0,20.0,97000.0,1000000.0,187262000.0,4382000000.0,6031000000.0,0.0,479000.0,0.0,1744.0,2.340692470460461,8.994074113318533,157.41867030176417,0.04938574938574939,0.013,0.0044241408846905925,0.021007436939354446,0.024581005586592177,0.006749156355455569,0.014161220043572986,0.026527468766044837,0.21441176470588233,0.04220690570303588,0.02961985849622257,0.03580901856763925,0.0,0.0,0.0027776970812951264,0.0032525089966950276,0.007641299695503977,0.005183382411592603,0.00012866191607284244,0.13973104097487038,0.1791910235495532,0.7128827325774296,0.0
Kazakhstan,Astana,Asia,Asia,Neutral/Other,Non-NATO,2025,48,3.5,110000,135000,9117003,198,63,25,19,65,350,7736,607,26,0,0,2048700000.0,705520000000.0,20260006,2724900.0,26.0,6928922.0,283640.0,55000.0,26.0,0.0,0.0,12.0,126.0,194.0,287.0,0.0,0.0,0.0,0.0,23.0,2.0,91321500000.0,35965000000.0,9587000.0,122.0,0.0,96167.0,16636.0,132.0,43983.0,1955000.0,288000.0,30000000000.0,27011000000.0,22623000000.0,2407000000000.0,118195000.0,84852000.0,25605000000.0,13364.0,0.2903815625354349,5.42941596364779,28.33167966485301,0.05405405405405406,0.027,0.011823044971391916,0.015180556620409416,0.03519553072625698,0.028121484814398204,0.020697167755991286,0.01112442238576074,0.051470588235294115,0.019526435455842237,0.03639525122916417,0.034482758620689655,0.0,0.0,0.0022734433834719204,0.022428696565723445,0.014063944335808353,0.15933191024220292,0.00012866191607284244,0.013271168058534278,0.10817151288109193,0.12830222221590232,0.0
Kenya,Nairobi,Africa,Africa,Neutral/Other,Non-NATO,2025,48,3.5,50000,0,21551160,156,17,0,21,85,188,4128,71,23,0,0,1307383850.0,314063000000.0,58246378,580367.0,536.0,14037377.0,931942.0,25000.0,31.0,2.0,0.0,2.0,18.0,53.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,30514500000.0,7342000000.0,25502000.0,26.0,4.0,161452.0,3819.0,370.0,0.0,0.0,119000.0,0.0,0.0,0.0,0.0,0.0,1168000.0,0.0,3457.0,0.41628076214008014,0.8584224756430348,6.300820971219876,0.024570024570024572,0.0,0.028097275235869374,0.011960438549413479,0.009497206703910613,0.0,0.022875816993464054,0.014547321581379427,0.02764705882352941,0.010319511890149765,0.00425710516848543,0.030503978779840846,0.0,0.0,0.001445144225719732,0.009890735440362826,0.040915523893241795,0.033902454759089956,0.002652414885193983,0.021036427815350662,0.017102549980173715,0.02853375945073055,0.0
Kosovo,Unknown,Europe,Europe,Neutral/Other,Non-NATO,2025,48,3.5,10000,5000,917371,0,0,0,0,0,0,737,0,0,0,0,260715150.0,23794000000.0,1977093,10887.0,0.0,743387.0,17794.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2750000000.0,1245000000.0,500300.0,0.0,0.0,2012.0,437.0,4.0,0.0,0.0,15000.0,0.0,0.0,0.0,0.0,9074000.0,8927000.0,1564000000.0,714.0,1.0957180381608809,5.057931012855743,0.0,0.004914004914004914,0.001,0.001091099150539098,0.0,0.0,0.0,0.0,0.0,0.0,0.0016663306786023236,0.0,0.0,0.0,0.0,0.00027566369753269886,0.0005937208566478816,0.0011402280893309557,0.0005947060284697379,0.0,0.0629430241506192,0.10077033208949612,0.0,0.0
Kuwait,Kuwait,Middle East,Asia,Neutral/Other,Non-NATO,2025,48,3.5,72000,24000,1726095,128,43,0,2,67,367,5636,101,123,0,0,6950000000.0,219060000000.0,3138355,17818.0,499.0,1449920.0,37660.0,7500.0,13.0,0.0,3.0,16.0,74.0,0.0,27.0,0.0,0.0,0.0,0.0,106.0,0.0,55000000000.0,52619000000.0,2463000.0,176.0,6.0,5749.0,0.0,6.0,0.0,2910000.0,372000.0,101500000000.0,19285000000.0,26083000000.0,1784000000000.0,0.0,145000.0,0.0,475.0,3.1726467634438054,22.94195526000086,196.91844931500736,0.03538083538083538,0.0048,0.0021495835010591426,0.009813693168749521,0.024022346368715083,0.0,0.002178649237472767,0.011466712305322608,0.05397058823529411,0.014167638480245177,0.006055882000239837,0.16312997347480104,0.0,0.0,0.007749841896968221,0.006847888024701248,0.001961094029885223,0.0010000863867824596,0.002469319081551861,0.19104464114946454,0.45707789300735285,0.8917605641915991,0.0
Kyrgyzstan,Bishkek,Asia,Asia,Neutral/Other,Non-NATO,2025,48,3.5,23000,300000,3147772,7,0,0,0,7,215,2686,220,0,0,0,221800000.0,45461000000.0,6172101,199951.0,0.0,2487357.0,117270.0,55000.0,0.0,0.0,0.0,2.0,30.0,169.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,6728500000.0,3237000000.0,3069000.0,0.0,0.0,34000.0,424.0,28.0,576.0,6000.0,31000.0,40000000.0,31026000.0,438000000.0,5663000000.0,3637000.0,3352000.0,28499000000.0,4573.0,0.4878907195178285,3.7264458245255545,35.96830317585535,0.011302211302211302,0.06,0.004010320731553459,0.0005366863451659894,0.0,0.0,0.0,0.001198014718466541,0.03161764705882353,0.0066398046335731185,0.013191030099532318,0.0,0.0,0.0,0.00023218240285322901,0.0012876923623386435,0.004105570266679973,0.011652682087340955,0.0,0.025453214593653965,0.0742428440199183,0.16288526770696427,0.0
Laos,Vientiane,Asia,Asia,Neutral/Other,Non-NATO,2025,48,3.5,100000,30000,3499565,33,0,0,2,23,160,4380,191,36,0,0,135000000.0,64173000000.0,7953556,236800.0,0.0,2521277.0,159071.0,120000.0,8.0,0.0,0.0,0.0,40.0,87.0,64.0,0.0,0.0,0.0,0.0,36.0,0.0,16500000000.0,1770000000.0,3174000.0,1.0,0.0,39568.0,422.0,18.0,4600.0,0.0,24000.0,0.0,0.0,0.0,0.0,14845000.0,13691000.0,62000000.0,5274.0,0.21036884671123368,12.572992508005225,28.792152843331962,0.049140049140049144,0.006,0.004470758884894398,0.002530092770068236,0.0,0.0,0.002178649237472767,0.003936334074961492,0.023529411764705882,0.010962567527221412,0.011452212495503059,0.04774535809018567,0.0,0.0,0.0001351976455497628,0.0018870182872237468,0.005364834527570367,0.013807906560500021,0.0,0.008336112679513974,0.2504946443852513,0.13038751093752235,0.0
Latvia,Riga,Europe,Europe,NATO,NATO,2025,48,3.5,17250,36000,810561,7,0,0,0,7,0,1848,47,18,0,0,1138000000.0,71154000000.0,1801246,64589.0,498.0,648449.0,16211.0,12500.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,44180400000.0,4957000000.0,978000.0,83.0,5.0,70244.0,2216.0,56.0,300.0,2000.0,35000.0,0.0,0.0,828214000.0,0.0,0.0,20000.0,0.0,1370.0,1.5993478933018521,9.576704125921722,13.879281341915542,0.008476658476658476,0.0072,0.0009513027385628912,0.0005366863451659894,0.0,0.0,0.0,0.001198014718466541,0.0,0.0045013894595015294,0.002818083703081904,0.023872679045092837,0.0,0.0,0.0012558855669250694,0.0021106124664468607,0.00101592641318152,0.003735628839335382,0.00246437054631829,0.09400610206325397,0.19079889635487673,0.06285340862217156,0.0
Lebanon,Beirut,Middle East,Asia,Neutral/Other,Non-NATO,2025,48,3.5,60000,35000,2092148,80,0,9,0,68,116,4538,376,64,0,0,768250325.0,65818000000.0,5364482,10400.0,225.0,1775644.0,69738.0,65000.0,9.0,0.0,0.0,0.0,12.0,353.0,11.0,0.0,0.0,0.0,0.0,61.0,0.0,36928000000.0,26498095000.0,1771000.0,51.0,5.0,21705.0,401.0,8.0,0.0,0.0,174000.0,0.0,0.0,0.0,0.0,0.0,207000.0,0.0,484.0,1.1672343811723238,11.184677290370255,48.46693492493777,0.029484029484029485,0.006999999999999999,0.0026286856075391205,0.006133558230468451,0.0,0.010123734533183354,0.0,0.011637857265103541,0.01705882352941176,0.011365753204433,0.022544669624655234,0.08488063660477453,0.0,0.0,0.0008427509759929207,0.001939705928653631,0.0035346853758934866,0.000566222370339844,0.0011134204275534442,0.06735403694565961,0.22283491846760026,0.219486296909439,0.0
Liberia,Monrovia,Africa,Africa,Neutral/Other,Non-NATO,2025,48,3.5,1500,0,2392390,0,0,0,0,0,0,300,0,4,0,0,364800000.0,8884000000.0,5437249,111369.0,579.0,1913912.0,65247.0,5500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,830923000.0,599660000.0,2499000.0,4821.0,4.0,10600.0,429.0,99.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1667.0,4.1062584421431785,0.27587480360012945,0.7356661429336784,0.0007371007371007371,0.0,0.0030216521305665555,0.0,0.0,0.0,0.0,0.0,0.0,0.0005511905460614118,0.0,0.005305039787798408,0.0,0.0,0.00039196143850294866,0.00011616904283658986,0.0035861224778535204,0.006471697683927666,0.00286520190023753,0.24862830506364353,0.005496317664920759,0.003331521535748744,0.0
Libya,Tripoli,Africa,Africa,Neutral/Other,Non-NATO,2025,48,3.5,32000,0,3827857,143,10,1,6,16,43,1816,68,5,0,0,3060000000.0,121951000000.0,7361263,1759540.0,1770.0,3290485.0,125141.0,100000.0,38.0,0.0,0.0,4.0,15.0,28.0,25.0,0.0,0.0,0.0,1.0,1.0,1.0,3322000000.0,92427000000.0,2398000.0,96.0,14.0,37000.0,2000.0,66.0,0.0,1245000.0,230000.0,48363000000.0,11832000000.0,9212000000.0,1505000000000.0,0.0,0.0,0.0,4339.0,2.50920451656813,4.3470801138337265,25.946634429445055,0.015724815724815724,0.0,0.004900438162869241,0.010963735336962356,0.005586592178770949,0.0011248593925759281,0.006535947712418302,0.002738319356494951,0.006323529411764705,0.0044197316008257655,0.004077227485309989,0.00663129973474801,0.0,0.0,0.0034034051929303926,0.0037375876164248744,0.004946157992448484,0.10286993034020192,0.008758907363420427,0.1501245924373722,0.08660788484011754,0.1175013587511107,0.0
Lithuania,Vilnius,Europe,Europe,NATO,NATO,2025,48,3.5,23000,104000,1708321,9,0,0,5,4,0,1263,75,14,0,0,2388900000.0,132712000000.0,2628186,65300.0,90.0,1332490.0,36795.0,14150.0,0.0,0.0,0.0,0.0,21.0,54.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,44000000000.0,6168000000.0,1510000.0,59.0,2.0,84166.0,1911.0,65.0,441.0,4000.0,68000.0,12000000.0,0.0,1601000000.0,0.0,0.0,263000.0,0.0,1545.0,1.800063294954488,8.751283204461176,8.751283204461176,0.011302211302211302,0.0208,0.002126320310098885,0.0006900253009277008,0.0,0.0,0.0054466230936819175,0.0006845798391237378,0.0,0.003008581730585206,0.004496942079386017,0.01856763925729443,0.0,0.0,0.0026535610612903444,0.004082251269571978,0.001600468816947376,0.00377721381044494,0.0004453681710213777,0.10638590460307043,0.17435384398904102,0.0396308688950051,0.0
