Country,capital_city,region,continent,alliance,NATO_Status,year,power_index_rank,power_index_score,active_personnel,reserve_personnel,total_personnel,total_aircraft,fighter_aircraft,attack_aircraft,transport_aircraft,helicopters,tanks,armored_vehicles,artillery_units,naval_assets,aircraft_carriers,submarines,defense_budget_usd,gdp_usd,population,land_area_sq_km,coastline_km,fit_for_service,population_reaching_military_age_annually,paramilitary,trainer_aircraft,special_mission_aircraft,tanker_aircraft,attack_helicopters,self_propelled_artillery,towed_artillery,rocket_projectors,helicopter_carriers,destroyers,frigates,corvettes,coastal_patrol_craft,mine_warfare_craft,external_debt_usd,foreign_exchange_and_gold_reserves_usd,labour_force,total_merchant_marine_fleet,major_ports_and_terminals,roadway_coverage_km,railway_coverage_km,total_serviceable_airports,waterway_coverage_km,oil_production_bbl,oil_consumption_bbl,proven_oil_reserves_bbl,natural_gas_production_cum,natural_gas_consumption_cum,proven_natural_gas_reserves_cum,coal_production_cum,coal_consumption_mt,proven_coal_reserves_cum,border_coverage_km,kpi_budget_gdp_percent,kpi_active_per_1k_capita,kpi_equipment_per_1m_capita,score_active_personnel,score_reserve_personnel,score_total_personnel,score_total_aircraft,score_fighter_aircraft,score_attack_aircraft,score_transport_aircraft,score_helicopters,score_tanks,score_armored_vehicles,score_artillery_units,score_naval_assets,score_aircraft_carriers,score_submarines,score_defense_budget_usd,score_gdp_usd,score_population,score_land_area_sq_km,score_coastline_km,score_kpi_budget_gdp_percent,score_kpi_active_per_1k_capita,score_kpi_equipment_per_1m_capita,score_power_index
Bulgaria,Sofia,Europe,Europe,NATO,NATO,2025,48,3.5,37000,3000,3187850,65,10,5,6,27,90,4914,96,36,0,0,1373232000.0,214061000000.0,6782659,110880.0,354.0,2611324.0,61044.0,0.0,21.0,0.0,0.0,4.0,48.0,24.0,24.0,0.0,0.0,4.0,3.0,0.0,10.0,27138500000.0,46334000000.0,3103000.0,78.0,2.0,19512.0,4029.0,111.0,470.0,4000.0,101000.0,15000000.0,20837000.0,2801000000.0,5663000000.0,35516000.0,35970000.0,2366000000.0,1806.0,0.6415143346989877,5.455087746560752,28.16004755657037,0.01818181818181818,0.0006,0.0040627761252355335,0.004983516062255616,0.005586592178770949,0.005624296962879641,0.006535947712418302,0.00462091391408523,0.013235294117647057,0.012325233043873235,0.005756085861614102,0.04774535809018567,0.0,0.0,0.0015187187285611173,0.006687775246884839,0.004537157855813977,0.0064430970497890245,0.0017517814726840857,0.03492847162792416,0.10868297776325292,0.12752497282028738,0.0
Burkina Faso,Ouagadougou,Africa,Africa,Neutral/Other,Non-NATO,2025,48,3.5,12000,0,8525614,25,0,3,2,18,0,491,17,0,0,0,81280000.0,57152000000.0,23042199,274200.0,0.0,6060098.0,368675.0,4500.0,0.0,2.0,0.0,5.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3145000000.0,47138000.0,8577000.0,0.0,0.0,15304.0,622.0,49.0,0.0,0.0,36000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3611.0,0.1422172452407615,0.5207836283333895,1.0849658923612282,0.005896805896805897,0.0,0.011049015758001811,0.0019167369470213908,0.0,0.0033745781777277844,0.002178649237472767,0.00308060927605682,0.0,0.0010385858900323825,0.0010193068713274973,0.0,0.0,0.0,7.517436026932266e-05,0.0016621429495464108,0.01603060429174293,0.015995357924068886,0.0,0.004132631720754013,0.01037569295439996,0.004913352708526301,0.0
Cambodia,Phnom Penh,Asia,Asia,Neutral/Other,Non-NATO,2025,48,3.5,221000,0,8190561,25,0,0,4,21,644,3627,923,20,0,0,860000000.0,85900000000.0,17063669,181035.0,443.0,5733393.0,307146.0,10000.0,0.0,0.0,0.0,0.0,30.0,430.0,463.0,0.0,0.0,0.0,0.0,20.0,0.0,13200000000.0,17801000000.0,9175000.0,195.0,2.0,47263.0,642.0,13.0,3700.0,0.0,73000.0,0.0,0.0,0.0,0.0,113000.0,2215000.0,0.0,2530.0,1.0011641443538999,12.951493609023943,40.37818595754524,0.1085995085995086,0.0,0.010610487462693656,0.0019167369470213908,0.0,0.0,0.004357298474945534,0.003594044155399623,0.09470588235294117,0.009041056040257324,0.05534236719031059,0.02652519893899204,0.0,0.0,0.0009452661829347052,0.0025829115305958414,0.01180453674490001,0.010546322996611847,0.0021922011084718925,0.05711109234537087,0.2580356095642843,0.18285576600764783,0.0
Cameroon,Yaounde,Africa,Africa,Neutral/Other,Non-NATO,2025,48,3.5,40000,0,10528476,35,0,0,6,21,0,430,90,51,0,0,554952283.0,138925000000.0,30966105,475440.0,400.0,6224187.0,495458.0,12500.0,6.0,2.0,0.0,0.0,18.0,52.0,20.0,0.0,0.0,0.0,0.0,51.0,0.0,9506000000.0,5754093000.0,11965000.0,198.0,7.0,77589.0,987.0,37.0,0.0,54000.0,40000.0,200000000.0,2595000000.0,877058000.0,135071000000.0,0.0,0.0,0.0,5018.0,0.39946178369623897,1.291734946968629,2.7772301359825526,0.019656019656019656,0.0,0.01367042687384761,0.0026834317258299474,0.0,0.0,0.006535947712418302,0.003594044155399623,0.0,0.000882925596931706,0.005396330495263221,0.06763925729442971,0.0,0.0,0.0006044254133584213,0.004281247206474026,0.021631807596039117,0.027765483924191828,0.0019794140934283454,0.019999060327147,0.025735534796102792,0.012576903391067717,0.0
Canada,Ottawa,North America,North America,NATO,NATO,2025,26,0.4376,68000,27000,16681770,351,66,0,28,145,74,21704,0,73,0,4,41000000000.0,2238000000000.0,38794813,9984670.0,202080.0,13500595.0,426743.0,5500.0,95.0,33.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,24.0,0.0,2337375700000.0,117551000000.0,22110000.0,716.0,284.0,1042300.0,4942.0,1425.0,636.0,5692000.0,2454000.0,170300000000.0,187686000000.0,130316000000.0,2067126000000.0,43024000.0,17138000.0,6582000000.0,8893.0,1.8319928507596068,1.7528116452062805,12.836767636951878,0.03341523341523342,0.005399999999999999,0.02172405877193508,0.02691098673618033,0.036871508379888264,0.0,0.03050108932461874,0.024816019168235493,0.01088235294117647,0.05517009076781353,0.0,0.09681697612732094,0.0,0.05714285714285714,0.04579512975621965,0.07151243926388094,0.027165717907187432,0.5839413697527999,1.0,0.108355268153634,0.034921672741053386,0.05813230395701808,0.8931404573028466
Central African Republic,Bangui,Africa,Africa,Neutral/Other,Non-NATO,2025,48,3.5,10000,0,2203873,6,0,6,0,0,0,228,0,0,0,0,45990000.0,5849000000.0,5650957,622984.0,0.0,1254512.0,101717.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666293000.0,374405000.0,2114000.0,0.0,0.0,24000.0,0.0,43.0,2800.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,5920.0,0.7862882544024621,1.7696117666441276,1.0617670599864766,0.004914004914004914,0.0,0.0027749149318349892,0.00046001686728513384,0.0,0.006749156355455569,0.0,0.0,0.0,0.0003674603640409413,0.0,0.0,0.0,0.0,3.5743575877164565e-05,1.8961145122487226e-05,0.003737187111350501,0.03639503804147536,0.0,0.04385789370558824,0.03525638545503322,0.00480829498580373,0.0
Chad,N'Djamena,Africa,Africa,Neutral/Other,Non-NATO,2025,48,3.5,33250,0,6873694,40,0,7,7,16,90,3316,40,0,0,0,381350000.0,32446000000.0,19093595,1284000.0,0.0,3856906.0,381872.0,5000.0,8.0,2.0,0.0,3.0,10.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2038000000.0,211591000.0,5806000.0,0.0,0.0,40000.0,0.0,42.0,12400.0,124000.0,15000.0,1500000000.0,0.0,0.0,0.0,0.0,0.0,0.0,6406.0,1.175337483819269,1.7414216652233379,6.808565909143878,0.01633906633906634,0.0,0.008886928978938655,0.0030667791152342253,0.0,0.007874015748031496,0.007625272331154685,0.002738319356494951,0.013235294117647057,0.008247443726252236,0.002398369109005876,0.0,0.0,0.0,0.00041045334787359806,0.0008708354302961241,0.013239438700914727,0.0750565447404282,0.0,0.0678538232595303,0.03469474752944877,0.0308331220238342,0.0
Chile,Santiago de Chile,South America,South America,Neutral/Other,Non-NATO,2025,45,1.0524,80000,40000,8959033,277,45,0,32,87,386,8832,305,130,0,4,5032500000.0,579201000000.0,18664652,756102.0,6435.0,7521855.0,298634.0,50000.0,92.0,21.0,5.0,0.0,48.0,249.0,8.0,0.0,0.0,8.0,0.0,40.0,0.0,214500000000.0,46377000000.0,9848000.0,249.0,39.0,77801.0,7282.0,374.0,12290.0,11000.0,405000.0,150000000.0,1200000000.0,6916000000.0,97976000000.0,499000.0,8637000.0,1181000000.0,7801.0,0.8688693562338463,4.286176886662553,42.48672838904256,0.03931203931203931,0.008,0.011616288682656017,0.021237445372997012,0.02513966480446927,0.0,0.034858387799564274,0.014889611500941296,0.05676470588235294,0.022323217115487178,0.018287564456169803,0.17241379310344826,0.0,0.05714285714285714,0.005607350282574253,0.018382830196251376,0.012936230037289146,0.044180844207666804,0.031843824228028506,0.04895136299481749,0.08539449572671086,0.19240446494812175,0.7138357442837144
China,Peking,Asia,Asia,Neutral/Other,Non-NATO,2025,3,0.0722,2035000,510000,764123366,3309,1212,371,289,913,6800,144017,7240,754,3,61,266850000000.0,31227000000000.0,1415043270,9596960.0,14500.0,626864169.0,19810606.0,625000.0,402.0,112.0,10.0,281.0,3490.0,1000.0,2750.0,4.0,50.0,47.0,72.0,150.0,36.0,1218458500000.0,3450000000000.0,779246000.0,8314.0,66.0,5200000.0,150000.0,531.0,27700.0,4984000.0,15148000.0,26023000000.0,225341000000.0,366160000000.0,6654000000000.0,4827000000.0,5313000000.0,143197000000.0,22457.0,0.8545489480257469,1.4381185672152625,7.676797049464077,1.0,0.102,1.0,0.2536993023077513,0.6770949720670391,0.4173228346456693,0.3148148148148148,0.15625534827999316,0.9999999999999999,0.3672893928993388,0.4341048087300636,1.0,0.2727272727272727,0.8714285714285714,0.29814544585054964,1.0,1.0,0.5612649855771505,0.07175376088677751,0.048068103292541874,0.028651969596661164,0.03476497449491523,0.9997083527764816
Colombia,Bogota,South America,South America,Neutral/Other,Non-NATO,2025,37,0.7093,293200,35000,24298295,436,16,24,86,257,0,3460,116,233,0,4,10541500000.0,978024000000.0,49588357,1138910.0,3208.0,19190694.0,843002.0,150000.0,72.0,23.0,1.0,0.0,6.0,110.0,0.0,0.0,0.0,7.0,2.0,217.0,0.0,116779500000.0,59041000000.0,26003000.0,153.0,14.0,205379.0,2141.0,662.0,24725.0,800000.0,320000.0,2036000000.0,11290000000.0,11451000000.0,87782000000.0,58747000.0,7880000.0,4554000000.0,6672.0,1.0778365357087352,5.9126782522760335,13.49107009131196,0.1440786240786241,0.006999999999999999,0.03169281513114376,0.033427892356053056,0.008938547486033519,0.026996625421822275,0.09368191721132899,0.04398425466370015,0.0,0.008614904090293177,0.0069552704161170405,0.3090185676392573,0.0,0.05714285714285714,0.011762753830786182,0.03115671665095699,0.03479539376627338,0.06657052018587722,0.01587490102929533,0.0618401218937415,0.11779965948641753,0.06109536367987172,0.8138999066728886
Croatia,Zagreb,Europe,Europe,NATO,NATO,2025,48,3.5,14325,20100,2033557,67,10,0,0,37,45,2848,109,30,0,0,1176000000.0,159305000000.0,4150116,56594.0,5835.0,1564594.0,53952.0,2000.0,28.0,0.0,0.0,0.0,25.0,42.0,42.0,0.0,0.0,0.0,0.0,10.0,1.0,55000000000.0,3176000000.0,1744000.0,384.0,16.0,26958.0,2617.0,40.0,4714.0,11000.0,70000.0,71000000.0,741456000.0,2502000000.0,24919000000.0,0.0,702000.0,0.0,2237.0,0.7382065848529551,3.4517107473622426,34.21591107332903,0.0070393120393120396,0.00402,0.0025519997955917566,0.005136855018017327,0.005586592178770949,0.0,0.0,0.006332363511894574,0.0066176470588235285,0.007053197543119177,0.006535555822041012,0.03978779840848806,0.0,0.0,0.0012983443316431766,0.004933997438900192,0.002676281597274086,0.0032680172443692577,0.028874703087885988,0.04089229380689314,0.06876923338900758,0.15494942332331324,0.0
Cuba,La Habana,Unknown,Unknown,Neutral/Other,Non-NATO,2025,48,3.5,45500,40000,5921661,31,11,0,4,13,113,6864,205,19,0,0,4508784000.0,141400000000.0,10966038,110860.0,3735.0,4737328.0,142558.0,1145000.0,3.0,0.0,0.0,4.0,60.0,130.0,15.0,0.0,0.0,1.0,1.0,6.0,4.0,33066000000.0,10442000000.0,5317000.0,65.0,34.0,60000.0,8367.0,123.0,240.0,34000.0,165000.0,124000000.0,659434000.0,659434000.0,70792000000.0,0.0,2000.0,0.0,29.0,3.1886732673267324,4.149174022559469,14.864073970927329,0.02235872235872236,0.008,0.007640877134701747,0.0023767538143065247,0.006145251396648044,0.0,0.004357298474945534,0.0022248844771521475,0.01661764705882353,0.017301258806927646,0.012291641683655114,0.02519893899204244,0.0,0.0,0.005022183587229298,0.00436051888582902,0.007494279795160971,0.0064419272897015545,0.018482779097387176,0.19203313008374975,0.08266495590543026,0.06731311889063116,0.0
Czechia,Unknown,Europe,Europe,NATO,NATO,2025,48,3.5,28000,4200,5093808,99,12,16,10,42,43,6340,66,0,0,0,6750000000.0,519007000000.0,10837890,78867.0,0.0,4129236.0,97541.0,0.0,17.0,2.0,0.0,4.0,50.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,211200000000.0,148379000000.0,5502000.0,0.0,0.0,55744.0,9548.0,243.0,664.0,4000.0,211000.0,15000000.0,224725000.0,7602000000.0,3964000000.0,37423000.0,40239000.0,3595000000.0,2046.0,1.3005604934037498,2.583528712692231,13.102181328653455,0.013759213759213759,0.0008399999999999999,0.00655735612502345,0.007590278310204708,0.0067039106145251395,0.01799775028121485,0.010893246187363835,0.007188088310799246,0.006323529411764705,0.015964111371112002,0.0039573090298596954,0.0,0.0,0.0,0.00752637471424134,0.016454878896415233,0.007403695302987673,0.004570720565780201,0.0,0.07557737670551998,0.05147224145189616,0.05933425057136172,0.0
Democratic Republic of the Congo,Unknown,Africa,Africa,Neutral/Other,Non-NATO,2025,47,2.5,166580,31000,39237029,46,1,6,6,32,105,916,93,16,0,0,796560000.0,154012000000.0,115403027,2344858.0,37.0,31389623.0,2538867.0,10000.0,1.0,0.0,0.0,8.0,8.0,60.0,25.0,0.0,0.0,0.0,0.0,16.0,0.0,4994000000.0,3898125000.0,35983000.0,24.0,3.0,152373.0,4007.0,272.0,15000.0,19000.0,26000.0,180000000.0,380000.0,380000.0,991090000.0,0.0,23000.0,987999000.0,10481.0,0.5172064514453419,1.443463003791053,1.4471024230586256,0.08185749385749386,0.0062,0.0512451174686306,0.0035267959825193594,0.0005586592178770949,0.006749156355455569,0.006535947712418302,0.005476638712989902,0.015441176470588234,0.0021231043255698825,0.0055762081784386614,0.021220159151193633,0.0,0.0,0.0008743823925737386,0.004764468146445252,0.08131807425682479,0.1371040120840896,0.00018309580364212193,0.027261361699379795,0.02875844804549821,0.0065533162469985085,0.29164722351843214
Denmark,Copenhagen,Europe,Europe,NATO,NATO,2025,48,3.5,20000,12000,2628180,117,31,4,4,34,44,3856,27,50,0,0,7225466250.0,428385000000.0,5973136,43094.0,7314.0,2126436.0,77651.0,51000.0,41.0,3.0,0.0,0.0,19.0,0.0,8.0,0.0,0.0,9.0,0.0,9.0,6.0,555500000000.0,109371000000.0,3180000.0,715.0,69.0,74558.0,2682.0,99.0,400.0,63000.0,152000.0,441000000.0,1879000000.0,2208000000.0,29534000000.0,0.0,1788000.0,0.0,140.0,1.6866758289856085,3.3483249000190187,35.324827695200646,0.009828009828009828,0.0024,0.003330261773669915,0.00897032891206011,0.017318435754189943,0.0044994375703037125,0.004357298474945534,0.005818928632551771,0.006470588235294117,0.009625420091405764,0.0016188991485789662,0.0663129973474801,0.0,0.0,0.008057630231087414,0.013552350360452329,0.003964927076889573,0.002478429185327021,0.0361935866983373,0.09939234841541825,0.06670945318566937,0.15997123877941488,0.0
Dominican Republic,Santo Domingo de Guzm,Unknown,Unknown,Neutral/Other,Non-NATO,2025,48,3.5,50000,0,4975294,79,0,8,11,50,5,540,11,34,0,0,810800000.0,261616000000.0,10815857,48320.0,1288.0,4034315.0,97343.0,30000.0,17.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,27500000000.0,15547000000.0,5302000.0,40.0,17.0,19705.0,496.0,32.0,0.0,0.0,134000.0,0.0,0.0,2440000000.0,0.0,0.0,2188000.0,0.0,376.0,0.30991988257598924,4.622842184396483,10.909907555175701,0.024570024570024572,0.0,0.006402241136080952,0.006056888752587595,0.0,0.008998875140607425,0.01198257080610022,0.008557247989046722,0.0007352941176470588,0.0011636244861296472,0.0006595515049766158,0.04509283819628647,0.0,0.0,0.0008902932559838925,0.00821091250414815,0.007388120747660596,0.0027840874961829265,0.006373713380839272,0.014476260154458274,0.09210195649860115,0.04940636771478077,0.0
Ecuador,Quito,South America,South America,Neutral/Other,Non-NATO,2025,48,3.5,41250,118000,8422593,102,0,0,20,46,54,5204,135,30,0,2,2376000000.0,260213000000.0,18309984,283560.0,2237.0,6738074.0,329580.0,1500.0,34.0,8.0,0.0,0.0,5.0,106.0,24.0,0.0,0.0,2.0,6.0,5.0,0.0,44898000000.0,4442000000.0,8893000.0,154.0,6.0,43950.0,965.0,310.0,1500.0,480000.0,225000.0,8273000000.0,309778000.0,309778000.0,10902000000.0,0.0,21000.0,24000000.0,2237.0,0.9130981157743849,2.252869254282254,10.158392273854526,0.02027027027027027,0.0236,0.010914178512816897,0.007820286743847275,0.0,0.0,0.02178649237472767,0.007872668149922985,0.007941176470588234,0.013065257388122352,0.008094495742894831,0.03978779840848806,0.0,0.02857142857142857,0.0026391474280044605,0.00816597587136631,0.0126855244416488,0.016542805645004835,0.011069873317498022,0.05167932161276395,0.044884436409119745,0.046003072119061766,0.0
Egypt,Cairo,Middle East,Asia,Neutral/Other,Non-NATO,2025,13,0.2224,440000,480000,45611372,1093,238,90,61,348,3620,41012,2546,150,0,8,5879500000.0,1912000000000.0,111247248,1001450.0,2450.0,38269053.0,1668709.0,300000.0,345.0,11.0,0.0,100.0,1056.0,962.0,528.0,2.0,0.0,13.0,7.0,62.0,17.0,103750000000.0,33070000000.0,33431000.0,441.0,31.0,65050.0,5085.0,73.0,3500.0,667000.0,851000.0,3300000000.0,64817000000.0,60089000000.0,1784000000000.0,289000.0,3083000.0,182000000.0,2612.0,0.307505230125523,3.9551540187313217,43.713440893387315,0.21621621621621623,0.096,0.059588065508192914,0.08379973932377521,0.1329608938547486,0.10123734533183353,0.0664488017429194,0.059558446003765184,0.5323529411764706,0.10444040124630306,0.152656193788224,0.1989389920424403,0.0,0.11428571428571428,0.006553733801422592,0.06107099786197074,0.07838046204048543,0.05853075910469604,0.012123911322248614,0.014327328282300354,0.07879945039179755,0.19795972825016725,0.9559029398040131
El Salvador,San Salvador,Unknown,Unknown,Neutral/Other,Non-NATO,2025,48,3.5,25000,10000,3181777,52,0,15,4,30,0,1844,76,14,0,0,334620000.0,71957000000.0,6628702,21041.0,307.0,2512278.0,145831.0,15000.0,10.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,14258000000.0,3799434000.0,2870000.0,5.0,3.0,9012.0,13.0,27.0,422.0,3.0,58000.0,0.0,0.0,226472.0,0.0,0.0,500.0,0.0,590.0,0.46502772489125443,3.7714774325350575,9.95670042189255,0.012285012285012286,0.002,0.004054827584743711,0.0039868128498044934,0.0,0.01687289088863892,0.004357298474945534,0.005134348793428034,0.0,0.004491182227167059,0.004556901307111164,0.01856763925729443,0.0,0.0,0.0003582402406294624,0.0021363317224153693,0.0044283296520064705,0.001188593224878247,0.001519200316706255,0.02404306192666676,0.07514001918543713,0.04508969482849241,0.0
Eritrea,Asmara,Africa,Africa,Neutral/Other,Non-NATO,2025,48,3.5,120000,130000,2220385,20,1,0,5,13,65,860,120,23,0,0,198000000.0,9702000000.0,6343956,117600.0,2234.0,1598677.0,76127.0,0.0,1.0,0.0,0.0,6.0,23.0,75.0,22.0,0.0,0.0,0.0,0.0,18.0,0.0,635504500.0,225014976.0,1800000.0,9.0,2.0,16000.0,306.0,10.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1840.0,2.0408163265306123,18.915641911766098,17.02407772058949,0.05896805896805897,0.026,0.002796526376030768,0.0015333895576171127,0.0005586592178770949,0.0,0.0054466230936819175,0.0022248844771521475,0.009558823529411764,0.001980203072887294,0.0071951073270176275,0.030503978779840846,0.0,0.0,0.00020558980810873021,0.000142368733225432,0.004227050101733521,0.006836136439178938,0.011055027711797309,0.12123516363966758,0.37686071879783184,0.07709486442618214,0.0
Estonia,Tallinn,Europe,Europe,NATO,NATO,2025,48,3.5,7700,78800,584958,5,0,0,2,3,0,1685,36,8,0,0,1463360000.0,57377000000.0,1193791,45228.0,3794.0,456028.0,13132.0,10000.0,3.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,26400000000.0,2593000000.0,752000.0,72.0,20.0,58412.0,1441.0,26.0,335.0,24000.0,28000.0,0.0,0.0,354912000.0,0.0,0.0,3000.0,0.0,657.0,2.5504296146539556,6.450040249926495,10.889678344031744,0.0037837837837837837,0.01576,0.0006560261733436401,0.00038334738940427816,0.0,0.0,0.002178649237472767,0.0005134348793428033,0.0,0.004085444741871854,0.0021585321981052886,0.010610079575596816,0.0,0.0,0.0016194219797851588,0.00166934946585141,0.000586532254137831,0.0026032425866600677,0.018774742676167855,0.15266729005691176,0.12850564713588894,0.049314758153535296,0.0
Ethiopia,Addis Abeba,Africa,Africa,Neutral/Other,Non-NATO,2025,48,3.5,162000,0,56904143,103,25,0,8,33,338,7256,384,0,0,0,2097575000.0,354604000000.0,118550298,1104300.0,0.0,35327989.0,2726657.0,0.0,34.0,0.0,0.0,7.0,35.0,309.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,25761000000.0,3131288000.0,61664000.0,12.0,0.0,120171.0,659.0,57.0,0.0,0.0,110000.0,428000.0,0.0,0.0,24919000000.0,8000.0,660000.0,0.0,5925.0,0.5915260403153941,1.3665085852420211,3.71994003760328,0.07960687960687961,0.0,0.07436841254563287,0.00789695622172813,0.013966480446927373,0.0,0.008714596949891068,0.005647783672770836,0.04970588235294117,0.018301567575705766,0.02302434344645641,0.0,0.0,0.0,0.0023280531762508018,0.01118922156267829,0.08354279836696889,0.06454625035451042,0.0,0.03184527418181039,0.027225267325312455,0.016846038744624647,0.0
Finland,Helsinki [Helsingfors],Europe,Europe,NATO,NATO,2025,48,3.5,24000,870000,2306830,163,54,0,11,27,200,11704,850,264,0,0,6779661000.0,321126000000.0,5626414,338145.0,1250.0,1912981.0,56264.0,53800.0,77.0,1.0,0.0,0.0,107.0,667.0,76.0,0.0,0.0,0.0,0.0,8.0,18.0,660000000000.0,16929000000.0,2880000.0,282.0,37.0,454000.0,5918.0,98.0,8000.0,8000.0,175000.0,0.0,0.0,1157000000.0,0.0,808000.0,4141000.0,0.0,2563.0,2.1112152239307935,4.265594391027749,111.43865346559994,0.011793611793611793,0.174,0.0029096684117323243,0.012497124894579468,0.030167597765363124,0.0,0.01198257080610022,0.00462091391408523,0.02941176470588235,0.02965200993163706,0.05096534356637487,0.35013262599469497,0.0,0.0,0.007559516014775651,0.010116955994417094,0.003719838302228164,0.01973537336373228,0.006185669041963579,0.12557725419006455,0.08498442589478195,0.504658638298864,0.0
France,Paris,Europe,Europe,NATO,NATO,2025,9,0.1848,200000,26000,30084820,976,226,0,119,448,215,110932,105,129,1,9,55000000000.0,3764000000000.0,68374591,643801.0,4853.0,23794358.0,752121.0,150000.0,141.0,44.0,16.0,68.0,96.0,0.0,9.0,3.0,11.0,11.0,0.0,20.0,17.0,6992104900000.0,240792000000.0,31825000.0,553.0,66.0,1053215.0,27860.0,689.0,8501.0,80000.0,1554000.0,61719000.0,20132000.0,37001000000.0,7787000000.0,2419000.0,12985000.0,160000000.0,4072.0,1.461211477151966,2.9250632007436796,19.305417124908285,0.09828009828009829,0.0052,0.03926640779859644,0.0748294104117151,0.12625698324022344,0.0,0.12962962962962965,0.07667294198185863,0.03161764705882353,0.282862822452849,0.006295718911140424,0.17108753315649866,0.09090909090909091,0.12857142857142856,0.0614378325471013,0.12038863429245446,0.04807489455238586,0.03761258282851849,0.024015241488519398,0.08548607050905832,0.05827671223124922,0.08742608794223496,0.9668688754083061
Gabon,Libreville,Africa,Africa,Neutral/Other,Non-NATO,2025,48,3.5,4800,0,932940,24,6,0,3,15,0,424,14,5,0,0,274820000.0,48201000000.0,2455105,267667.0,885.0,532758.0,46647.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,4.0,0.0,6280000000.0,1568196000.0,763000.0,87.0,9.0,14300.0,649.0,40.0,1600.0,204000.0,16000.0,2000000000.0,463000000.0,463000000.0,25995000000.0,0.0,0.0,0.0,3261.0,0.5701541461795399,1.9551098629182868,11.812122088464648,0.002358722358722359,0.0,0.0011114763655756823,0.0018400674691405354,0.0033519553072625698,0.0,0.003267973856209151,0.002567174396714017,0.0,0.0008676147484300001,0.0008394291881520566,0.00663129973474801,0.0,0.0,0.00029142355299412507,0.0013754517164528577,0.0014781223543428362,0.015613255791496814,0.004379453681710214,0.030527090190321647,0.0389521070289347,0.05349211663280403,0.0
Georgia,Tbilisi,Asia,Asia,Neutral/Other,Non-NATO,2025,48,3.5,55000,152500,2744538,61,0,5,2,44,123,3392,230,19,0,0,495629055.0,83656000000.0,4900961,69700.0,310.0,2225036.0,93118.0,0.0,10.0,0.0,0.0,11.0,67.0,121.0,42.0,0.0,0.0,0.0,0.0,31.0,4.0,13488000000.0,5002000000.0,1853000.0,26.0,3.0,20295.0,1363.0,19.0,0.0,300.0,32000.0,35000000.0,8760000.0,2796000000.0,8495000000.0,256000.0,516000.0,900999000.0,1814.0,0.5924608575595295,11.222288853145333,41.420447948881865,0.02702702702702703,0.0305,0.0034825549194870435,0.004676838150732194,0.0,0.005624296962879641,0.002178649237472767,0.0075303782303611155,0.018088235294117645,0.008441381140607176,0.013790622376783787,0.02519893899204244,0.0,0.0,0.0005381414402012993,0.002511038541313981,0.0032070344223346396,0.004034561029688335,0.0015340459224069676,0.03190293220305801,0.22358426235181222,0.18757573076799888,0.0
Germany,Berlin,Europe,Europe,NATO,NATO,2025,24,0.3881,181600,34000,38694786,584,129,63,50,309,296,83260,167,61,0,6,50000000000.0,5230000000000.0,84119100,357022.0,2389.0,30955829.0,841191.0,0.0,35.0,26.0,3.0,54.0,134.0,0.0,33.0,0.0,0.0,11.0,5.0,0.0,12.0,6238609300000.0,322700000000.0,44784000.0,595.0,35.0,830000.0,39379.0,838.0,7300.0,131000.0,2052000.0,115200000.0,4824000000.0,77516000000.0,23390000000.0,138981000.0,186725000.0,35900000000.0,3694.0,0.9560229445506693,2.1588438297604227,11.186520065003073,0.08923832923832924,0.0068,0.05053541214310664,0.04477497508241969,0.07206703910614524,0.07086614173228348,0.054466230936819175,0.05288379257230874,0.04352941176470588,0.2122491891629814,0.010013191030099532,0.08090185676392572,0.0,0.08571428571428572,0.05585115297892928,0.1673430916396948,0.059204278953881924,0.020839451422290822,0.011822050673000793,0.05432685588233381,0.043011146079568345,0.05065902905090328,0.9075769948670088
